"","id_student","code_presentation","dataplus","forumng","glossary","homepage","oucollaborate","oucontent","resource","subpage","url","final_result"
"1",100893,"2013J",2,5.54347826086957,0,3.09615384615385,1,2.96103896103896,1,1.63414634146341,1.22222222222222,"Pass"
"2",101116,"2014J",5,2.25961538461538,1,3.08064516129032,0,4.02439024390244,2.04347826086957,1.68852459016393,1.875,"Pass"
"3",101781,"2013J",2.83333333333333,2.84070796460177,0,4.82638888888889,0,7.41290322580645,1.11111111111111,2.13492063492063,1.96385542168675,"Pass"
"4",102806,"2013J",3,1.62992125984252,0,3.23563218390805,0,3.15328467153285,1.23076923076923,1.296875,1,"Pass"
"5",102952,"2013J",5,3.33846153846154,0,2.96551724137931,0,5.10084033613445,1.375,2.42857142857143,2.08333333333333,"Pass"
"6",1035023,"2013J",4,1.7012987012987,0,2.94890510948905,0,4.28378378378378,1.11111111111111,1.37837837837838,1,"Pass"
"7",104476,"2013J",2.5,3.15178571428571,0,5.11320754716981,1.25,6.64255319148936,1.06521739130435,2.21705426356589,2.04411764705882,"Pass"
"8",1045203,"2014J",2,3.99038461538462,5,6.375,2,4.7906976744186,1.46153846153846,2.15384615384615,1.93877551020408,"Pass"
"9",106247,"2013J",0,3.27777777777778,0,3.9,1,4.42307692307692,1.77777777777778,1.21875,1,"Withdrawn"
"10",106577,"2013J",0,2.06818181818182,0,3.8936170212766,0,4.63095238095238,1.25,1.61764705882353,0,"Pass"
"11",107489,"2014J",2.8,2.78169014084507,0,4.85164835164835,1,3.3288409703504,1.11764705882353,1.85507246376812,1.77777777777778,"Pass"
"12",108872,"2014J",0,2.75206611570248,0,3.81707317073171,0,5.08943089430894,1.47058823529412,2.28125,1,"Pass"
"13",109155,"2014J",3.5,3.21661721068249,0,3.80451127819549,0,4.47857142857143,1,1.36619718309859,1.33333333333333,"Pass"
"14",110175,"2013J",0,2,0,3.11764705882353,0,4.70754716981132,1.36842105263158,1.80952380952381,1.65625,"Pass"
"15",1105478,"2013J",0,3.17777777777778,0,3.29838709677419,2,4.33142857142857,1.35294117647059,2.20481927710843,1.5,"Pass"
"16",1112555,"2014J",1.5,3.65697674418605,0,2.93150684931507,1.5,3.8006329113924,1.02941176470588,1.5625,1.25,"Pass"
"17",111512,"2014J",1,2.05405405405405,1,5.66666666666667,1,3.72727272727273,1.70588235294118,2.42105263157895,1,"Fail"
"18",111717,"2013J",3.5,3.15853658536585,1,3.59558823529412,2,5.23828125,1.2,2.58064516129032,1.84375,"Pass"
"19",113295,"2013J",3.2,2.89530685920578,0,5.02051282051282,1.33333333333333,4.24233128834356,1.33333333333333,1.95575221238938,2,"Pass"
"20",11391,"2013J",0,3.71153846153846,0,3.45,0,7.08974358974359,1.18181818181818,2.90909090909091,1.25,"Pass"
"21",114017,"2013J",0,1.25,0,3.48,0,5.73333333333333,1.42307692307692,2.24285714285714,1.9047619047619,"Pass"
"22",114999,"2013J",3.33333333333333,2.38888888888889,0,2.2952380952381,1,3.47755102040816,1.22727272727273,1.27450980392157,1.14285714285714,"Pass"
"23",116541,"2013J",3,2.18181818181818,0,3.92523364485981,0,4.76763485477178,1,1.77027027027027,1.98148148148148,"Pass"
"24",116692,"2013J",0,3,0,3.21428571428571,0,4.55639097744361,1.6,2.73170731707317,1.75,"Pass"
"25",117818,"2014J",2,2.2,2,3.24489795918367,0,5.41116751269035,1.58139534883721,1.70114942528736,2.68,"Pass"
"26",1183831,"2014J",4.6,3.21359223300971,1,2.59047619047619,2,6.11032028469751,1.22916666666667,2.92783505154639,2.15,"Withdrawn"
"27",118983,"2013J",0,1.28571428571429,0,2.38461538461538,0,4.44117647058824,1,1.65384615384615,1.25,"Pass"
"28",119902,"2014J",2.33333333333333,2.43720930232558,1,6.88888888888889,1.5,5.80769230769231,1.15384615384615,2.18292682926829,2.08888888888889,"Withdrawn"
"29",121349,"2014J",6.5,2.15789473684211,0,2.83695652173913,0,8.46601941747573,1.3,1.44303797468354,1.81818181818182,"Pass"
"30",123044,"2013J",3,3.78640776699029,0,3.85714285714286,2,4.08095238095238,1,2.01010101010101,1.86274509803922,"Pass"
"31",124064,"2014J",0,2.81045751633987,0,3.67307692307692,1.5,3.18260869565217,1.33333333333333,1.6218487394958,1.3859649122807,"Distinction"
"32",125018,"2014J",4,3.72486772486772,0,3.15126050420168,2,4.50691244239631,1.14285714285714,1.58181818181818,1.375,"Pass"
"33",1268696,"2014J",0,2.94827586206897,2,3.88461538461538,0,1.53333333333333,1,1.41176470588235,1,"Pass"
"34",127582,"2013J",0,1.8,0,3.72413793103448,0,4.44,1.125,1.45161290322581,1.66666666666667,"Pass"
"35",129955,"2013J",3,1.5,0,3.7625,1,3.90967741935484,1,1.53571428571429,1.53846153846154,"Withdrawn"
"36",129955,"2014J",4.2,1.5,0,2.11842105263158,0,4.7887323943662,1,1.375,0,"Withdrawn"
"37",130034,"2014J",1.5,1.51908396946565,0,5.20388349514563,0,3.39130434782609,1.41935483870968,2.03703703703704,2.44230769230769,"Pass"
"38",130547,"2014J",7,3.66666666666667,1,2.38235294117647,0,4.86549707602339,1.07142857142857,2.14634146341463,1.57894736842105,"Pass"
"39",130636,"2014J",0,5,0,2.45,0,3.56603773584906,1,1.59259259259259,1,"Pass"
"40",131390,"2014J",0,1.7,0,4.5,0,5.61538461538461,1.16666666666667,1.16666666666667,0,"Pass"
"41",132976,"2013J",6,2.21739130434783,0,2.96875,1,5.04918032786885,1,1.92307692307692,2,"Pass"
"42",1336190,"2014J",5,2,0,4.89583333333333,0,4.53543307086614,1.375,3.23529411764706,2.61111111111111,"Pass"
"43",133816,"2014J",3,4.17553191489362,0,6.09375,1,5.33204633204633,1,2.31428571428571,1.74074074074074,"Pass"
"44",133922,"2014J",0,1.75,0,2.48275862068966,0,3.08510638297872,1.1,1.61764705882353,1.28571428571429,"Pass"
"45",134143,"2013J",3.42857142857143,1.38461538461538,0,3.67883211678832,2,5.92022792022792,1.4,1.94594594594595,2,"Distinction"
"46",1352868,"2013J",0,2.67857142857143,0,3.16666666666667,0,5.30666666666667,1,1.63333333333333,1,"Withdrawn"
"47",1352868,"2014J",3,2.54444444444444,0,2.31111111111111,0,3.72151898734177,1,1.61290322580645,1,"Pass"
